School Year,RCDT Code,District Name,Enrollment Range,Enrollment Count,Salary Program,Month Salary Schedule Adopted,Signed Written Agreement,Local Affiliation,Meeting(s) Between School Board and Superintendent Based on Discussions With Teachers,Salary Program (Merit or Performance),Severance Pay,Early Retirement Program,Sick Leave Bank,Direct Reimbursement for Expenses,Leave with Pay,Sick Leave > 80 Days,Bachelor's Beginning Salary,Bachelor's Maximum Salary,Bachelor's Years to Max,Master's Beginning Salary,Master's Maximum Salary,Master's Years to Max,Master's 30-32+ Beginning Salary,Master's 30-32+ Maximum Salary,Master's 30-32+ Years to Max,Highest Scheduled Salary,Years to Highest Scheduled Salary,Education Level Required to Reach Highest Salary,Additional Hours Required to Reach Highest Salary,All Full-time Employees Eligible to Receive the Same Fringe Benefit Coverage,Teacher Retirement System Monies Included in Salary Schedule,Percentage of Board Paid TRS (Part D),Annual Dental Premium for Employee,Percentage of Employee Dental Paid by Employer,Annual Dental Premium for Family,Percentage of Family Dental Paid by Employer,Annual Disability Insurance Premium for Employee,Percentage of Employee Disability Insurance Paid by Employer,Annual Disability Insurance Premium for Family,Percentage of Family Disability Insurance Paid by Employer,Annual Hospitalization Insurance Premium for Employee,Percentage of Employee Hospitalization Insurance Paid by Employer,Annual Hospitalization Insurance Premium for Family,Percentage of Family Hospitalization Insurance Paid by Employer,Annual Life Insurance Premium for Employee,Percentage of Employee Life Insurance Paid by Employer,Annual Life Insurance Premium for Family,Percentage of Family Life Insurance Paid by Employer,Annual Prescription Insurance Premium for Employee,Percentage of Employee Prescription Insurance Paid by Employer,Annual Prescription Insurance Premium for Family,Percentage of Family Prescription Insurance Paid by Employer,Annual Vision Insurance Premium for Employee,Percentage of Employee Vision Insurance Paid by Employer,Annual Vision Insurance Premium for Family,Percentage of Family Vision Insurance Paid by Employer,Cafeteria Plan 1,Cafeteria Plan 2,Cafeteria Plan 3,Cafeteria Plan 4,CAFTERIA PLAN (1-4) MEMBER COST,CAFTERIA PLAN (1-4) MEMBER PERCENT PAID BY EMPLOYER,CAFTERIA PLAN (1-4) FAMILY COST,CAFTERIA PLAN (1-4) FAMILY PERCENT PAID BY EMPLOYER,OTHER BENEFIT TYPE 1,OTHER BENEFIT TYPE 2,OTHER BENEFIT TYPE 3,OTHER BENEFIT TYPE 4,OTHER BENEFITS (1-4) MEMBER COST,OTHER BENEFITS (1-4) MEMBER PERCENT PAID BY EMPLOYER,OTHER BENEFITS (1-4) FAMILY COST,OTHER BENEFITS (1-4) FAMILY PERCENT PAID BY EMPLOYER,EXPIRATION DATE OF CONTRACT,MASTERS 10TH YEAR SALARY,DOES CONTRACT CONTAIN FAIR SHARE PROVISION?,LONGEVITY PAY PROVIDED BY CONTRACT?,LONGEVITY BACHELORS MAXIMUM,YEARS TO LONGEVITY BACHELORS MAXIMUM,LONGEVITY MASTERS MAXIMUM,YEARS TO LONGEVITY MASTERS MAXIMUM,LONGEVITY MASTERS 30-32+ MAXIMUM ,YEARS TO LONGEVITY MASTERS 30-32+ MAXIMUM ,LONGEVITY HIGHEST SCHEDULED SALARY MAXIMUM,LONGEVITY HIGHEST YEAR SCHEDULED SALARY MAXIMUM,"DAYS PERSONAL, BUSINESS OR EMERGENCY LEAVE W/PAY",DAYS SICK LEAVE ACCUnlimitedMUnlimitedLATION BEYOND 180 DAYS
2019,7016228016,Bremen CHSD 228,"3,000-5,999",5614,Salary Schedule,September or later,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$46,696.00","$69,112.00",12,"$51,366.00","$89,463.00",17,"$56,035.00","$100,490.00",18,"$114,507.00",18,Master's,60,Yes,No,0,$542.00,100,"$1,469.00",100,NULL,NULL,NULL,NULL,"$9,035.00",80,"$26,971.00",80,$646.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-19,"$73,776.00",1,1,"$77,663.00",19,"$99,383.00",19,104994,19,"$119,282.00",19,2,15
2019,7016229016,Oak Lawn CHSD 229,"1,000-2,999",1858,Salary Schedule,August,Yes,IFT-AFT,,,,,,,Yes,Yes,"$52,853.00","$88,825.00",22,"$54,449.00","$137,943.00",30,"$58,792.00","$146,190.00",30,"$150,606.00",30,Master's,45,Yes,Yes,9,$461.00,87,"$1,626.00",77,NULL,NULL,NULL,NULL,"$10,150.00",87,"$29,144.00",77,NULL,NULL,NULL,NULL,NULL,87,NULL,77,$79.00,87,$232.00,77,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$68,149.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,340
2019,7016230013,Cons HSD 230,"6,000-11,999",7778,Salary Schedule,August,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$52,801.00","$60,360.00",7,"$53,856.00","$84,817.00",13,"$58,394.00","$125,196.00",22,"$125,196.00",22,Master's,30,Yes,Yes,9.9,$604.00,50,"$1,389.00",50,NULL,NULL,NULL,NULL,"$12,992.00",82,"$26,756.00",82,$116.00,50,NULL,NULL,NULL,NULL,NULL,NULL,$116.00,100,$306.00,38,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$75,606.00",1,1,"$62,176.00",12,"$87,163.00",18,129223,25,"$129,223.00",25,2,U
2019,7016231016,Evergreen Park CHSD 231,500-999,898,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$48,454.00","$61,767.00",8,"$53,931.00","$85,006.00",15,"$60,027.00","$100,533.00",17,"$111,895.00",17,Master's,60,Yes,Yes,8,$548.00,90,"$1,272.00",80,$284.00,100,NULL,NULL,"$9,840.00",85,"$20,712.00",80,$153.00,100,NULL,NULL,NULL,85,NULL,80,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,"$8,289.00",8,NULL,NULL,Jun-21,"$70,861.00",1,1,"$62,785.00",18,"$86,356.00",18,102138,18,"$114,014.00",18,3,475
2019,7016233016,Homewood Flossmoor CHSD 233,"1,000-2,999",2900,Salary Schedule,September or later,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$48,625.00","$60,956.00",8,"$53,487.00","$92,040.00",17,"$58,350.00","$102,855.00",17,"$111,406.00",18,Master's,45,Yes,No,0,$412.00,50,"$1,303.00",75,$228.00,100,$0.00,0,"$7,038.00",85,"$10,643.00",75,$252.00,100,$0.00,0,$0.00,85,$0.00,75,$124.00,0,$202.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$73,898.00",2,1,"$62,301.00",9,"$94,000.00",18,105134,18,"$113,851.00",19,3,U
2019,7016802060,Speed SEJA #802,Under 500,30,Salary Schedule,September or later,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$40,566.00","$57,987.00",14,"$43,055.00","$61,546.00",14,"$45,697.00","$65,322.00",14,"$65,322.00",14,Master's,32,Yes,No,0,$255.00,100,$586.00,30,$104.00,100,$0.00,0,"$7,624.00",82,"$13,917.00",25,$392.00,100,NULL,NULL,NULL,87,NULL,NULL,$64.00,0,$96.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$55,673.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,340
2019,7016806060,A E R O  Spec Educ Coop,Under 500,NULL,Salary Schedule,July,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$42,828.00","$56,497.00",15,"$47,471.00","$73,432.00",19,"$48,341.00","$77,184.00",19,"$79,237.00",19,Master's,45,Yes,No,0,$432.00,100,"$1,104.00",100,$20.00,100,NULL,NULL,"$7,824.00",100,"$24,144.00",66,$420.00,100,NULL,NULL,$0.00,100,$0.00,66,$67.00,0,$178.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$56,671.00",1,1,NULL,NULL,"$76,932.00",26,83684,32,"$85,737.00",32,2,440
2019,7016901025,Southland College Prep Chtr HS,500-999,536,No Policy & No Schedule,NULL,NULL,NULL,,,Yes,,,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Prescription,,,"$11,036.00",75,"$22,831.00",75,1,5,9,NULL,$13.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,8008308026,Eastland CUSD 308,500-999,691,Salary Schedule,July,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$38,049.00","$53,269.00",10,"$45,659.00","$73,055.00",18,NULL,NULL,NULL,"$79,143.00",19,Master's,24,Yes,No,9,$358.00,100,$783.00,0,$0.00,0,$0.00,0,"$6,466.00",100,"$12,138.00",0,$27.00,100,$0.00,0,$0.00,100,$0.00,0,$74.00,0,$147.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Aug-20,"$59,357.00",1,1,"$59,357.00",30,"$77,621.00",33,NULL,NULL,"$83,709.00",34,3,340
2019,8008314026,West Carroll CUSD 314,"1,000-2,999",1316,Salary Schedule,May,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$29,219.00","$40,907.00",10,"$33,895.00","$58,439.00",25,"$38,570.00","$64,283.00",30,"$64,283.00",30,Master's,32,Yes,No,9.9,$399.00,0,"$1,482.00",0,NULL,NULL,NULL,NULL,"$8,805.00",100,"$18,083.00",0,$40.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$70.00,0,$185.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,May-21,"$45,583.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,360
2019,8008399026,Chadwick-Milledgeville CUSD 399,Under 500,569,Salary Schedule,September or later,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$34,878.00","$51,620.00",13,"$40,458.00","$62,955.00",17,"$46,038.00","$68,535.00",17,"$68,535.00",17,Master's,32,Yes,No,9.9,$384.00,100,"$1,019.00",0,$0.00,0,$0.00,0,"$6,737.00",92,"$15,848.00",0,$85.00,100,$0.00,0,$0.00,92,$0.00,0,$94.00,0,$182.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$53,189.00",1,1,"$52,719.00",14,"$64,054.00",18,69634,18,"$69,634.00",18,2,360
2019,8043119022,East Dubuque USD 119,500-999,732,Policy No Schedule,May,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$37,473.00","$42,180.00",10,"$40,879.00","$69,955.00",29,"$44,176.00","$90,292.00",38,"$90,292.00",38,Master's,30,Yes,No,9,$514.00,100,$864.00,0,NULL,NULL,NULL,NULL,"$6,975.00",100,"$10,741.00",0,$47.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$46,374.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,340
2019,8043120022,Galena USD 120,500-999,932,Salary Schedule,September or later,Yes,IFT-AFT,,,,,Yes,Yes,Yes,Yes,"$41,090.00","$59,170.00",11,"$47,665.00","$75,606.00",25,"$52,596.00","$80,537.00",25,"$83,825.00",25,Master's,60,Yes,Yes,0,$385.00,73,"$1,088.00",73,NULL,NULL,NULL,NULL,"$5,217.00",73,"$10,686.00",73,$58.00,100,NULL,NULL,NULL,73,NULL,73,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-19,"$64,101.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,340
2019,8043205026,Warren CUSD 205,Under 500,469,Salary Schedule,April,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$31,319.00","$52,615.00",30,"$37,215.00","$64,775.00",30,NULL,NULL,NULL,"$70,108.00",30,Master's,24,Yes,No,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$7,247.00",100,"$13,901.00",75,NULL,NULL,NULL,NULL,NULL,100,NULL,75,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$48,490.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U,360
2019,8043206026,Stockton CUSD 206,500-999,686,Salary Schedule,June,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$37,827.00","$60,523.00",30,"$43,879.00","$69,602.00",30,"$49,932.00","$77,167.00",30,"$78,680.00",30,Master's,40,Yes,Yes,9.9,$347.00,80,"$1,099.00",80,NULL,NULL,NULL,NULL,"$6,244.00",80,"$18,817.00",80,$41.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$74.00,80,$218.00,80,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$57,497.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,340
2019,8043210026,River Ridge CUSD 210,500-999,600,Salary Schedule,June,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$41,941.00","$62,085.00",25,"$49,067.00","$84,968.00",25,"$55,194.00","$99,401.00",25,"$99,401.00",25,Master's,30,Yes,Yes,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Annuity,Education,,"$6,054.00",100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$72,631.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,8043210061,Northwest Sp Ed Cooperative,Under 500,NULL,Policy No Schedule,June,No,NULL,No,,,,,Yes,Yes,,"$33,833.00","$42,630.00",7,"$40,600.00","$55,825.00",11,"$44,322.00","$59,208.00",11,"$61,238.00",11,Master's,60,Yes,Yes,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$5,630.00",85,"$9,781.00",25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$54,472.00",NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL
2019,8043211026,Scales Mound CUSD 211,Under 500,276,Salary Schedule,August,Yes,IEA-NEA,,Yes,,Yes,Yes,Yes,Yes,Yes,"$40,437.00","$56,612.00",8,"$48,525.00","$76,831.00",14,$0.00,$0.00,0,"$80,875.00",15,Master's,15,Yes,No,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,$861.00,87,"$2,563.00",29,NULL,NULL,NULL,NULL,NULL,87,NULL,29,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$68,743.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,360
2019,8043790040,Jo Daviess Carroll CTE Academy,Under 500,NULL,Salary Schedule,June,No,NULL,Yes,,,,Yes,Yes,Yes,Yes,"$33,455.00","$52,294.00",31,"$35,508.00","$55,503.00",31,$0.00,$0.00,NULL,"$58,038.00",31,Master's,24,Yes,No,9.9,$472.00,0,"$1,208.00",0,$0.00,0,$0.00,0,"$4,715.00",100,"$9,393.00",50,$72.00,100,$0.00,0,$0.00,100,$0.00,0,$71.00,0,$251.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$40,600.00",NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,8089145022,Freeport SD 145,"3,000-5,999",4865,Salary Schedule,June,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$33,756.00","$51,647.00",11,"$39,832.00","$62,786.00",14,"$44,558.00","$71,563.00",17,"$73,588.00",17,Master's,42,Yes,Yes,0,$79.00,80,$136.00,80,$0.00,0,$0.00,0,$966.00,90,"$9,021.00",55,$0.00,100,$0.00,0,$0.00,90,$0.00,55,$14.00,80,$43.00,80,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jun-23,"$55,360.00",1,1,"$52,647.00",12,"$63,786.00",15,72563,18,"$74,588.00",18,2,U
2019,8089200026,Pearl City CUSD 200,Under 500,488,Salary Schedule,July,Yes,IFT-AFT,,,,,Yes,Yes,Yes,Yes,"$33,696.00","$47,849.00",12,"$38,414.00","$58,463.00",17,"$43,131.00","$63,181.00",17,"$63,181.00",17,Master's,32,Yes,Yes,9.9,$0.00,0,$0.00,0,$0.00,0,$0.00,0,"$8,713.00",100,"$14,323.00",0,$54.00,100,$0.00,0,$0.00,100,$0.00,0,$0.00,0,$0.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Aug-20,"$50,208.00",1,1,"$50,208.00",26,"$60,822.00",26,65540,26,"$65,540.00",26,3,340
2019,8089201026,Dakota CUSD 201,500-999,855,Salary Schedule,August,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$38,564.00","$50,884.00",15,"$46,476.00","$61,324.00",15,"$54,388.00","$71,764.00",15,"$71,764.00",15,Doctor's,54,Yes,No,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$55,543.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,12
2019,8089202026,Lena Winslow CUSD 202,500-999,847,Salary Schedule,June,Yes,IEA-NEA,,,,,Yes,Yes,,Yes,"$33,147.00","$46,652.00",13,"$38,058.00","$58,929.00",19,"$42,969.00","$68,570.00",23,"$68,570.00",23,Master's,32,Yes,Yes,9.9,$426.00,100,"$1,047.00",0,$0.00,0,$0.00,0,"$6,690.00",100,"$15,499.00",0,$18.00,100,$0.00,0,NULL,100,NULL,0,$51.00,100,$150.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,May-21,"$47,880.00",1,1,"$47,152.00",14,"$59,429.00",20,69750,24,"$69,750.00",24,NULL,360
2019,8089203026,Orangeville CUSD 203,Under 500,386,Salary Schedule,September or later,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$33,588.00","$57,771.00",30,"$37,619.00","$68,520.00",30,"$40,305.00","$73,893.00",30,"$73,893.00",30,Master's,18,Yes,Yes,9.9,$345.00,100,$941.00,0,$0.00,NULL,$0.00,NULL,"$7,530.00",89,"$18,882.00",0,$39.00,100,$0.00,NULL,NULL,89,NULL,NULL,$84.00,0,$163.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$51,054.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,360
2019,8089723045,Career & Tech Educ Consortium,Under 500,NULL,Salary Schedule,June,No,NULL,No,,,,,Yes,Yes,Yes,"$33,756.00","$51,647.00",12,"$39,832.00","$62,786.00",15,"$44,558.00","$71,563.00",18,"$73,588.00",18,Master's,42,Yes,Yes,0,$396.00,80,$684.00,80,$0.00,0,$0.00,0,"$9,660.00",90,"$11,988.00",33,$11.00,100,$0.00,0,NULL,90,$0.00,33,$72.00,80,$0.00,80,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,NULL,"$55,360.00",NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,9010001026,Fisher CUSD 1,500-999,664,Salary Schedule,January or before,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$40,284.00","$57,592.00",23,"$42,654.00","$73,470.00",34,"$45,340.00","$77,807.00",34,"$77,807.00",34,Master's,32,Yes,No,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,"$8,163.00",89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$49,415.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,360
2019,9010003026,Mahomet-Seymour CUSD 3,"3,000-5,999",3187,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$35,634.00","$57,602.00",30,"$37,398.00","$68,724.00",30,"$39,163.00","$73,937.00",30,"$81,973.00",30,Master's,90,Yes,No,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$9,744.00",95,"$12,756.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-22,"$48,429.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,9010004026,Champaign CUSD 4,"6,000-11,999",11320,Salary Schedule,September or later,Yes,IFT-AFT,,,,,Yes,,Yes,Yes,"$45,510.00","$56,258.00",13,"$49,694.00","$71,260.00",21,"$53,284.00","$75,950.00",21,"$81,319.00",21,Doctor's,0,Yes,Yes,9.9,$348.00,100,$720.00,0,NULL,NULL,NULL,NULL,"$7,116.00",100,"$10,764.00",0,$51.00,100,$0.00,0,$0.00,0,$0.00,0,$53.00,100,$95.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-21,"$59,583.00",2,1,"$66,295.00",35,"$93,337.00",32,98710,35,"$104,826.00",35,3,U
2019,9010007026,Tolono CUSD 7,"1,000-2,999",1770,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$34,480.00","$67,573.00",25,"$36,205.00","$70,831.00",25,"$38,015.00","$72,462.00",25,"$74,094.00",25,Bachelor's,48,Yes,Yes,9,$337.00,0,$947.00,0,$0.00,0,$0.00,0,"$7,068.00",100,"$9,024.00",0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$103.00,0,$180.00,0,Health,,,,"$1,560.00",100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-22,"$47,109.00",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,U
2019,9010008026,Heritage CUSD 8,Under 500,521,Salary Schedule,June,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$39,166.00","$61,230.00",32,"$41,676.00","$68,124.00",37,NULL,NULL,NULL,"$69,425.00",37,Master's,16,Yes,Yes,0,$296.00,0,"$1,132.00",0,$0.00,0,$0.00,0,"$7,932.00",95,"$18,060.00",42,$0.00,0,$0.00,0,NULL,95,NULL,NULL,$103.00,0,$283.00,0,,,,,"$7,932.00",95,"$18,060.00",42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$48,255.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,9010116022,Urbana SD 116,"3,000-5,999",5069,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,,,Yes,"$41,617.00","$52,926.00",20,"$43,723.00","$75,256.00",20,"$47,063.00","$81,006.00",20,"$88,883.00",20,Master's,60,Yes,Yes,0,$372.00,0,"$1,200.00",0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$49.00,0,"$1,200.00",0,,,,,"$1,272.00",83,"$14,616.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$48,991.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U
2019,9010130004,Thomasboro CCSD 130,Under 500,206,Salary Schedule,June,Yes,IEA-NEA,,,,,,,Yes,Yes,"$40,497.00","$48,285.00",15,"$42,141.00","$49,924.00",15,NULL,NULL,NULL,"$50,480.00",15,Master's,15,Yes,No,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Education,,,"$7,068.00",73,"$9,024.00",58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$47,144.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,340
2019,9010137002,Rantoul City SD 137,"1,000-2,999",1949,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$38,696.00","$55,274.00",18,"$40,706.00","$57,618.00",18,"$43,760.00","$76,946.00",28,"$95,653.00",28,Doctor's,0,Yes,No,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Prescription,Cash,,"$8,074.00",91,"$10,783.00",0,1,5,NULL,NULL,$45.00,100,NULL,NULL,Aug-19,"$48,414.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,340
2019,9010142004,Ludlow CCSD 142,Under 500,107,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,,Yes,,"$36,424.00","$46,560.00",21,"$38,758.00","$48,551.00",21,NULL,NULL,NULL,"$49,329.00",21,Master's,16,Yes,No,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$6,930.00",50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$43,421.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL
2019,9010169004,St Joseph CCSD 169,500-999,894,Salary Schedule,March,Yes,IEA-NEA,,,,,,,Yes,Yes,"$39,397.00","$62,639.00",20,"$42,927.00","$72,738.00",22,"$48,057.00","$78,064.00",22,"$78,064.00",22,Master's,32,Yes,Yes,10.4,$275.00,100,$798.00,0,NULL,NULL,NULL,NULL,"$5,652.00",100,"$7,224.00",7,$29.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$92.00,100,$163.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$54,443.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,380
